OTU	BLInv1	BLInv2	BLInv3	BLInv4	BLInv5	BLInv6	BLNat1	BLNat2	BLNat3	BLNat4	BLNat5	BLNat6	CBInv1	CBInv2	CBInv3	CBNat1	CBNat2	CBNat3	CHInv1	CHInv3	CHInv4	CHInv5	CHNat2	CHNat3	CHNat4	CHNat5	CMInv1	CMInv2	CMInv3	CMNat1	CMNat2	CMNat3	CRInv1	CRInv2	CRInv3	CRNat1	CRNat3	PLBInv1	PLBNat1	Rt2Inv1	Rt2Inv2	Rt2Inv3	Rt2Nat1	Rt2Nat2	Rt2Nat3	SBInv1	SBNat1	Size	Taxonomy
Otu001	0	7	0	4	5	2	16	0	0	9	1	2	132	111	35	99	86	25	26	0	0	8	18	57	0	72	6	89	5	81	19	0	11	7	3	0	20	51	0	12	7	160	48	11	5	12	2	6189	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_tricincta;
Otu002	76	38	1	6	1	0	3	0	1	12	0	1	1	16	4	4	28	5	2	0	138	14	1	1	60	0	42	33	4	5	3	0	4	8	0	14	0	19	25	8	2	7	93	6	28	31	65	5038	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Microdochium;s__Microdochium_bolleyi;
Otu003	3	1	7	0	32	15	0	10	18	30	13	11	0	0	13	0	0	0	11	8	2	1	1	1	0	4	0	3	0	0	2	0	0	1	1	0	1	0	2	7	3	0	0	10	0	1	1	1532	k__Fungi;unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu004	8	24	6	4	3	13	2	4	2	5	13	1	2	21	40	53	9	7	47	0	0	12	10	14	0	16	1	4	0	9	6	3	4	5	0	0	3	3	1	5	4	0	0	0	0	16	16	2614	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;unclassified;
Otu005	0	0	1	0	0	0	0	0	0	3	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	3	0	0	0	88	0	0	2551	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Stagonospora;s__Stagonospora_pseudopaludosa;
Otu006	0	26	0	0	9	1	1	0	0	2	0	5	1	1	4	2	0	4	5	0	1	1	21	16	0	8	11	0	46	18	10	11	0	5	38	0	0	7	1	3	8	0	0	35	14	0	26	2171	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__Cadophora_luteo-olivacea;
Otu007	1	7	3	2	15	8	4	7	0	3	1	0	0	1	0	0	0	1	0	0	2	2	40	13	0	8	20	7	54	24	5	41	3	6	69	20	1	7	4	2	25	0	0	1	1	14	1	2144	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;unclassified;unclassified;unclassified;
Otu008	1	0	1	0	0	1	0	1	0	28	0	1	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	798	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;
Otu009	11	2	22	47	2	66	0	3	8	3	4	2	0	0	9	0	0	74	7	12	0	5	0	6	0	0	0	0	0	0	0	26	38	10	0	1	2	1	0	7	6	1	1	0	3	2	3	1783	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_maxilliforme;
Otu010	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	1	2	8	0	0	0	0	10	0	0	0	0	0	1	0	5	4	0	1	60	0	5	0	1	0	0	0	0	2	0	1002	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Ilyonectria;s__Ilyonectria_robusta;
Otu011	2	0	4	23	6	5	0	1	3	4	0	0	0	0	5	0	0	6	3	42	0	0	0	1	4	0	0	0	0	0	0	0	32	19	0	2	81	0	7	1	0	0	2	0	0	1	0	2009	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Ilyonectria;unclassified;
Otu012	1	0	0	0	9	0	1	0	0	13	0	0	0	0	2	0	0	0	4	0	0	0	0	0	42	0	0	0	0	0	2	22	0	1	0	0	0	0	46	1	5	0	1	1	0	0	0	1308	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_marchalianum;
Otu013	0	0	0	1	18	1	3	0	0	0	0	0	1	2	0	7	10	2	1	0	0	0	3	5	2	6	24	4	42	9	5	3	1	14	3	2	0	34	0	6	18	0	0	66	2	4	0	1433	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Stagonospora;s__Stagonospora_pseudovitensis;
Otu014	9	10	3	0	5	18	0	23	3	3	3	1	0	0	2	0	2	5	1	2	5	3	5	1	7	1	0	0	1	2	0	0	0	3	14	1	0	0	14	12	2	0	8	0	0	0	0	1092	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Saccharicola;unclassified;
Otu015	26	1	1	0	2	3	0	0	1	4	5	0	1	6	0	3	9	26	0	1	0	0	1	1	12	1	0	0	4	7	0	3	0	7	2	23	2	8	0	0	4	2	16	12	4	17	0	1244	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae;
Otu016	4	4	35	8	17	3	0	1	3	8	0	1	0	1	1	0	0	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	33	0	0	0	0	0	0	1093	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Ilyonectria;s__Ilyonectria_macrodidyma;
Otu017	7	1	0	23	2	8	0	0	26	2	44	3	0	0	9	1	0	7	3	17	0	0	1	4	0	0	0	0	0	1	0	18	18	1	1	0	0	0	0	9	0	0	0	2	6	0	8	1079	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;unclassified;
Otu018	0	0	1	1	1	0	55	0	0	1	0	1	3	4	2	11	28	8	4	0	1	1	2	17	0	5	49	9	1	9	68	0	1	2	3	0	0	7	0	0	3	0	11	0	1	0	0	1267	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;unclassified;unclassified;
Otu019	1	3	4	6	4	11	1	5	9	5	8	5	0	0	1	1	0	0	3	10	0	6	0	0	3	3	1	1	3	2	0	1	3	8	0	3	0	3	1	0	4	1	0	5	1	0	4	709	k__Fungi;p__Ascomycota;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu020	0	0	53	0	0	0	0	0	0	3	4	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	755	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Neobulgaria;s__Neobulgaria_sp;
Otu021	0	8	0	6	0	1	0	7	1	2	2	3	0	0	6	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	5	0	2	0	0	1	3	0	2	493	k__Fungi;p__Ascomycota;c__Sordariomycetes;unclassified;unclassified;unclassified;unclassified;
Otu022	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	21	0	0	0	0	0	0	7	0	1	0	0	0	0	33	0	0	0	5	0	0	0	0	828	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Saccharicola;s__Saccharicola_sp;
Otu023	0	19	3	8	4	0	0	0	2	1	0	0	1	1	0	1	2	0	1	0	0	0	2	3	0	3	0	0	1	0	0	14	7	0	1	0	0	0	9	0	1	1	0	0	3	0	6	746	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Monographella;s__Monographella_cucumerina;
Otu024	22	0	0	0	0	0	0	0	1	3	0	8	0	0	0	0	0	0	0	0	0	0	2	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	544	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_hygrophilum;
Otu025	0	3	0	0	0	4	7	0	0	0	0	0	0	0	1	0	11	1	0	0	0	1	0	3	7	1	10	6	0	2	12	1	0	9	0	6	0	5	4	0	2	0	0	8	4	4	7	606	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;unclassified;unclassified;
Otu026	0	1	0	0	1	0	0	0	0	9	0	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	5	682	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;unclassified;unclassified;unclassified;
Otu027	0	3	0	1	1	1	0	1	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	5	2	6	5	3	2	3	0	1	0	0	2	0	0	7	0	7	1	0	2	1	2	0	1	401	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;unclassified;unclassified;
Otu028	0	1	2	5	0	1	1	0	38	0	72	2	0	0	0	0	0	3	0	0	0	0	10	1	0	10	3	1	7	0	4	2	5	4	2	0	0	0	0	0	0	0	0	9	2	0	3	512	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Cryptococcus;s__Cryptococcus_victoriae;
Otu029	0	0	0	0	1	1	2	0	0	1	0	0	23	0	4	0	2	0	5	0	0	0	0	11	0	0	12	1	1	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	507	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;unclassified;unclassified;
Otu030	0	0	14	0	0	0	0	0	27	0	0	16	0	0	0	0	0	0	2	11	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_curvicolla;
Otu031	0	0	1	3	0	0	0	0	1	3	2	6	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	7	4	2	0	0	1	1	7	1	0	0	0	0	1	1	2	379	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_albidolutea;
Otu032	0	7	0	0	0	0	0	0	0	1	0	0	6	12	2	11	3	3	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	6	7	0	0	1	5	398	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;unclassified;unclassified;
Otu033	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	9	0	78	0	0	0	0	1	0	0	0	0	0	0	519	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_intricans;
Otu034	0	0	0	0	0	0	25	38	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	10	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	4	467	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_tassiana;
Otu035	0	0	0	0	8	2	0	0	0	3	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	370	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__unclassified_Xylariales_fam_Incertae_sedis;s__Xylariales_fam_Incertae_sedis_sp;
Otu036	1	0	0	0	1	2	32	42	0	0	1	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	16	0	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	385	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_conicus;
Otu037	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	283	k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_minutissima;
Otu038	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	0	304	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_sp;
Otu039	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	48	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	2	43	1	315	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp;
Otu040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	3	0	0	2	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	0	0	378	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;unclassified;
Otu041	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	2	0	3	2	0	2	0	0	1	0	0	0	0	2	2	0	7	13	0	1	0	0	0	285	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus;s__Apodus_deciduus;
Otu042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	1	226	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_gonophylla;
Otu043	2	0	0	3	1	0	0	0	5	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	170	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__Cadophora_orchidicola;
Otu044	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	3	2	28	0	2	0	2	4	0	0	1	1	24	0	291	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;unclassified;
Otu045	0	1	2	8	0	0	0	2	1	1	1	0	0	0	3	0	0	1	5	0	0	0	0	1	0	0	0	4	2	0	2	1	4	0	0	0	0	1	2	0	0	0	1	0	0	0	0	255	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Anguillospora;s__Anguillospora_longissima;
Otu046	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	1	2	0	2	0	0	1	0	4	2	0	0	0	149	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;unclassified;
Otu047	1	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_exigua;
Otu048	0	0	5	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	209	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria;s__Nectria_ramulariae;
Otu049	0	1	0	0	0	0	0	0	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	129	k__Fungi;p__Ascomycota;c__Leotiomycetes;unclassified;unclassified;unclassified;unclassified;
Otu050	0	4	0	1	0	0	0	0	0	2	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	2	165	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;unclassified;unclassified;unclassified;
Otu051	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	5	0	0	0	4	4	4	219	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Neopeckia;s__Neopeckia_coulteri;
Otu052	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	116	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ascochyta;s__Ascochyta_manawaorae;
Otu053	0	0	0	2	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	15	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139	k__Fungi;p__Basidiomycota;c__Agaricomycetes;unclassified;unclassified;unclassified;unclassified;
Otu054	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	124	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_glutinans;
Otu055	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	2	1	0	0	1	8	0	2	0	0	2	0	0	0	0	8	0	0	0	0	0	1	0	0	1	128	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola;
Otu056	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	126	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Loramycetaceae;g__Loramyces;s__Loramyces_macrosporus;
Otu057	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	122	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__unclassified_Ascobolaceae;s__Ascobolaceae_sp;
Otu058	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	86	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_sp;
Otu059	0	0	0	0	1	1	24	19	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	196	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;unclassified;unclassified;
Otu060	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	1	1	1	1	0	3	7	0	0	0	3	1	0	1	0	0	1	0	1	3	0	2	172	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora;
Otu061	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	126	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_strictum;
Otu062	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Arnium;s__Arnium_sp;
Otu063	0	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;unclassified;unclassified;
Otu064	0	1	0	0	0	19	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Periconia;unclassified;
Otu065	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	90	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_sorokiniana;
Otu066	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	155	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_ramicola;
Otu067	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	118	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Cyberlindnera;s__Cyberlindnera_saturnus;
Otu068	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	1	0	0	0	46	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;unclassified;unclassified;
Otu069	0	0	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	66	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_keelungensis;
Otu070	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	72	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;unclassified;unclassified;
Otu071	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1	76	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_curvulum;
Otu072	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Zopfiella;unclassified;
Otu073	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	57	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;unclassified;
Otu074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	66	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_lacus;
Otu075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	63	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Microscypha;s__Microscypha_sp;
Otu076	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	5	0	0	0	0	1	112	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Phoma;s__Phoma_paspali;
Otu077	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__unclassified_Lulworthiales;g__unclassified_Lulworthiales;s__Lulworthiales_sp;
Otu078	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;f__Ceratostomataceae;g__Melanospora;s__Melanospora_tiffanii;
Otu079	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	k__Fungi;p__Rozellomycota;c__unclassified_Rozellomycota;o__unclassified_Rozellomycota;f__unclassified_Rozellomycota;g__unclassified_Rozellomycota;s__Rozellomycota_sp;
