# Constructed from biom file
#OTU ID	BLInv1	BLInv2	BLInv3	BLInv4	BLInv5	BLInv6	BLNat1	BLNat2	BLNat3	BLNat4	BLNat5	BLNat6	CBInv1	CBInv2	CBInv3	CBNat1	CBNat2	CBNat3	CHInv1	CHInv3	CHInv4	CHInv5	CHNat1	CHNat2	CHNat3	CHNat4	CHNat5	CMInv1	CMInv2	CMInv3	CMNat1	CMNat2	CMNat3	CRInv1	CRInv2	CRInv3	CRNat1	CRNat2	CRNat3	PLBInv1	PLBNat1	Rt2Inv1	Rt2Inv2	Rt2Inv3	Rt2Nat1	Rt2Nat2	Rt2Nat3	SBInv1	SBNat1	KEGG_Pathways
Drug metabolism - other enzymes	557608.0	681254.0	723524.0	577049.0	830985.0	817994.0	88649.0	258092.0	684517.0	798461.0	710466.0	218923.0	300535.0	173512.0	329742.0	153924.0	687966.0	612969.0	433721.0	205902.0	346340.0	375312.0	225377.0	521644.0	375119.0	632356.0	336163.0	349304.0	346077.0	147393.0	453463.0	414673.0	212817.0	131217.0	316888.0	920.0	375410.0	105156.0	209416.0	407856.0	232504.0	75724.0	124556.0	661847.0	27105.0	121566.0	264644.0	170311.0	108556.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Drug metabolism - other enzymes
ECM-receptor interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; ECM-receptor interaction
Electron transfer carriers	62494.0	76310.0	81093.0	64624.0	93100.0	91652.0	9931.0	28906.0	76705.0	89482.0	79621.0	24493.0	33702.0	19451.0	36914.0	17259.0	77114.0	68710.0	48572.0	23033.0	38967.0	42044.0	25242.0	58426.0	42013.0	70837.0	37625.0	39134.0	38762.0	16500.0	50852.0	46506.0	23863.0	14695.0	35513.0	112.0	42058.0	11750.0	23494.0	45719.0	26103.0	8439.0	14052.0	74166.0	3060.0	13628.0	29707.0	19099.0	12176.0	Unclassified; Cellular Processes and Signaling; Electron transfer carriers
Endocrine and other factor-regulated calcium reabsorption	86.0	104.0	111.0	88.0	128.0	126.0	14.0	40.0	105.0	122.0	109.0	34.0	46.0	26.0	50.0	24.0	106.0	94.0	66.0	32.0	53.0	58.0	34.0	80.0	58.0	97.0	52.0	54.0	53.0	22.0	70.0	64.0	32.0	20.0	48.0	0.0	58.0	16.0	32.0	62.0	36.0	12.0	19.0	102.0	4.0	18.0	40.0	26.0	16.0	Organismal Systems; Excretory System; Endocrine and other factor-regulated calcium reabsorption
Endocytosis	499.0	610.0	648.0	516.0	744.0	732.0	79.0	230.0	612.0	715.0	636.0	195.0	268.0	155.0	295.0	137.0	615.0	549.0	388.0	184.0	309.0	335.0	201.0	467.0	335.0	566.0	300.0	312.0	310.0	131.0	406.0	371.0	190.0	117.0	283.0	0.0	335.0	94.0	187.0	365.0	207.0	67.0	111.0	592.0	24.0	108.0	236.0	152.0	96.0	Cellular Processes; Transport and Catabolism; Endocytosis
Energy metabolism	2171701.0	2652772.0	2817294.0	2247253.0	3235756.0	3185009.0	344906.0	1005423.0	2665394.0	3108480.0	2766106.0	851695.0	1170235.0	676315.0	1284618.0	600181.0	2678095.0	2386782.0	1689539.0	802898.0	1348848.0	1461459.0	878135.0	2031845.0	1461299.0	2462568.0	1309513.0	1360850.0	1348194.0	574857.0	1765981.0	1614182.0	828789.0	510871.0	1234037.0	3764.0	1461693.0	409769.0	815478.0	1588613.0	904755.0	295964.0	486108.0	2576591.0	105898.0	473102.0	1030633.0	663692.0	423117.0	Unclassified; Metabolism; Energy metabolism
Epithelial cell signaling in Helicobacter pylori infection	94343.0	115228.0	122380.0	97603.0	140534.0	138323.0	15008.0	43691.0	115773.0	134981.0	120133.0	37031.0	50841.0	29399.0	55798.0	26088.0	116287.0	103654.0	73409.0	34904.0	58625.0	63499.0	38201.0	88274.0	63510.0	106967.0	56906.0	59134.0	58569.0	25000.0	76706.0	70093.0	35976.0	22203.0	53592.0	197.0	63472.0	17815.0	35444.0	69008.0	39291.0	12907.0	21135.0	111909.0	4603.0	20541.0	44772.0	28841.0	18375.0	Human Diseases; Infectious Diseases; Epithelial cell signaling in Helicobacter pylori infection
ErbB signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; ErbB signaling pathway
Ether lipid metabolism	32977.0	40254.0	42725.0	34086.0	49083.0	48301.0	5194.0	15278.0	40475.0	47117.0	41911.0	12881.0	17739.0	10265.0	19522.0	9108.0	40594.0	36180.0	25619.0	12194.0	20465.0	22178.0	13312.0	30806.0	22150.0	37340.0	19849.0	20659.0	20473.0	8738.0	26795.0	24511.0	12616.0	7745.0	18724.0	60.0	22178.0	6226.0	12376.0	24085.0	13788.0	4518.0	7401.0	39040.0	1634.0	7228.0	15653.0	10081.0	6456.0	Metabolism; Lipid Metabolism; Ether lipid metabolism
Ethylbenzene degradation	231969.0	283347.0	300945.0	240071.0	345634.0	340222.0	36765.0	107400.0	284693.0	332055.0	295458.0	90973.0	124993.0	72254.0	137260.0	64124.0	286183.0	255006.0	180415.0	85706.0	144013.0	156051.0	93728.0	216982.0	156006.0	263017.0	139859.0	145317.0	144029.0	61374.0	188674.0	172461.0	88589.0	54598.0	131859.0	392.0	156190.0	43787.0	87136.0	169705.0	96662.0	31548.0	51871.0	275312.0	11344.0	50566.0	110075.0	70927.0	45260.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Ethylbenzene degradation
Fat digestion and absorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Digestive System; Fat digestion and absorption
Fatty acid biosynthesis	1408903.0	1721139.0	1827917.0	1457969.0	2099434.0	2066604.0	223571.0	652140.0	1729352.0	2016960.0	1794739.0	552728.0	759094.0	438702.0	833284.0	389293.0	1737961.0	1548697.0	1095888.0	520508.0	874842.0	947954.0	569426.0	1318060.0	947803.0	1597636.0	849311.0	882746.0	874528.0	372641.0	1145656.0	1047208.0	537858.0	331559.0	800715.0	2317.0	948517.0	265814.0	529012.0	1030607.0	587077.0	191492.0	314984.0	1671999.0	68496.0	307163.0	668549.0	430347.0	274464.0	Metabolism; Lipid Metabolism; Fatty acid biosynthesis
Fatty acid elongation in mitochondria	1368.0	1672.0	1776.0	1416.0	2040.0	2008.0	216.0	632.0	1680.0	1960.0	1744.0	536.0	737.0	424.0	808.0	376.0	1688.0	1504.0	1064.0	504.0	848.0	920.0	552.0	1280.0	920.0	1552.0	824.0	856.0	849.0	360.0	1113.0	1016.0	522.0	320.0	777.0	0.0	920.0	256.0	512.0	1000.0	569.0	184.0	305.0	1625.0	66.0	296.0	649.0	416.0	264.0	Metabolism; Lipid Metabolism; Fatty acid elongation in mitochondria
Fatty acid metabolism	1945055.0	2375646.0	2522976.0	2012842.0	2897764.0	2852309.0	307881.0	900777.0	2386704.0	2783511.0	2476800.0	762231.0	1048050.0	606204.0	1151347.0	538036.0	2398731.0	2137847.0	1512965.0	719267.0	1207801.0	1308616.0	786183.0	1819600.0	1308399.0	2205233.0	1173066.0	1219058.0	1207932.0	515285.0	1581892.0	1446152.0	742930.0	458009.0	1105655.0	3215.0	1309447.0	367114.0	730466.0	1423041.0	810472.0	265271.0	435448.0	2307534.0	95407.0	424058.0	922954.0	595308.0	379849.0	Metabolism; Lipid Metabolism; Fatty acid metabolism
Fc epsilon RI signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Immune System; Fc epsilon RI signaling pathway
Fc gamma R-mediated phagocytosis	499.0	610.0	648.0	516.0	744.0	732.0	79.0	230.0	612.0	715.0	636.0	195.0	268.0	155.0	295.0	137.0	615.0	549.0	388.0	184.0	309.0	335.0	201.0	467.0	335.0	566.0	300.0	312.0	310.0	131.0	406.0	371.0	190.0	117.0	283.0	0.0	335.0	94.0	187.0	365.0	207.0	67.0	111.0	592.0	24.0	108.0	236.0	152.0	96.0	Organismal Systems; Immune System; Fc gamma R-mediated phagocytosis
Flagellar assembly	1667057.0	2036038.0	2161798.0	1724497.0	2483135.0	2443938.0	264753.0	772294.0	2046311.0	2384977.0	2122268.0	652890.0	897847.0	519841.0	986546.0	460836.0	2054849.0	1831581.0	1296809.0	616633.0	1035068.0	1122095.0	674422.0	1559346.0	1121714.0	1889765.0	1005032.0	1044757.0	1035182.0	441803.0	1355074.0	1238612.0	636248.0	392618.0	947008.0	3674.0	1121818.0	315307.0	625920.0	1219121.0	694257.0	228190.0	373346.0	1977353.0	81812.0	363209.0	791286.0	509459.0	325307.0	Cellular Processes; Cell Motility; Flagellar assembly
Flavone and flavonol biosynthesis	12282.0	15009.0	15942.0	12713.0	18308.0	18023.0	1986.0	5681.0	15081.0	17612.0	15669.0	4869.0	6631.0	3818.0	7258.0	3390.0	15175.0	13513.0	9551.0	4526.0	7614.0	8266.0	4964.0	11487.0	8261.0	13930.0	7398.0	7696.0	7625.0	3245.0	9996.0	9138.0	4717.0	2889.0	6983.0	15.0	8290.0	2327.0	4630.0	8991.0	5157.0	1661.0	2740.0	14599.0	603.0	2701.0	5824.0	3746.0	2395.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavone and flavonol biosynthesis
Flavonoid biosynthesis	54137.0	66162.0	70274.0	56033.0	80712.0	79457.0	8553.0	25026.0	66474.0	77551.0	69000.0	21212.0	29161.0	16812.0	31993.0	14906.0	66825.0	59530.0	42100.0	19954.0	33598.0	36415.0	21848.0	50648.0	36400.0	61408.0	32614.0	33891.0	33579.0	14268.0	44020.0	40249.0	20650.0	12716.0	30769.0	35.0	36459.0	10174.0	20315.0	39600.0	22550.0	7295.0	12063.0	64293.0	2583.0	11771.0	25665.0	16519.0	10496.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Flavonoid biosynthesis
Fluorobenzoate degradation	197645.0	241468.0	256396.0	204720.0	294572.0	289931.0	31243.0	91595.0	242506.0	282846.0	251737.0	77466.0	106585.0	61656.0	117122.0	54824.0	243743.0	217276.0	154022.0	73392.0	122848.0	133083.0	80050.0	185184.0	133225.0	224285.0	119499.0	123937.0	122840.0	52528.0	160715.0	146887.0	75407.0	46658.0	112465.0	427.0	133143.0	37471.0	74326.0	144688.0	82354.0	27249.0	44322.0	234482.0	9611.0	43078.0	93829.0	60613.0	38598.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation
Focal adhesion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cellular Processes; Cell Communication; Focal adhesion
Folate biosynthesis	1088819.0	1330149.0	1412618.0	1126787.0	1622479.0	1597053.0	172655.0	504080.0	1336501.0	1558518.0	1386860.0	426893.0	586732.0	339036.0	644037.0	300804.0	1342828.0	1196709.0	847162.0	402509.0	676199.0	732795.0	440265.0	1018811.0	732721.0	1234787.0	656611.0	682192.0	675880.0	288126.0	885295.0	809314.0	415437.0	256304.0	618693.0	1950.0	732896.0	205499.0	408792.0	796428.0	453621.0	148339.0	243497.0	1291992.0	52988.0	237184.0	516695.0	332645.0	212012.0	Metabolism; Metabolism of Cofactors and Vitamins; Folate biosynthesis
Fructose and mannose metabolism	1411659.0	1724612.0	1831676.0	1460826.0	2103751.0	2070849.0	225174.0	653204.0	1732837.0	2021832.0	1799013.0	555045.0	760854.0	439155.0	834645.0	389668.0	1741466.0	1551678.0	1098139.0	521404.0	877387.0	950234.0	570700.0	1320809.0	949905.0	1600978.0	851079.0	884278.0	876040.0	373123.0	1147930.0	1049504.0	538543.0	332037.0	802211.0	2316.0	950340.0	266077.0	530186.0	1032548.0	588471.0	191752.0	315590.0	1675316.0	68445.0	307597.0	670042.0	431135.0	274521.0	Metabolism; Carbohydrate Metabolism; Fructose and mannose metabolism
Function unknown	4355215.0	5320681.0	5650189.0	4507409.0	6489866.0	6388065.0	691755.0	2016852.0	5345957.0	6234268.0	5547745.0	1708339.0	2347769.0	1356882.0	2576674.0	1204299.0	5371409.0	4787076.0	3389468.0	1611170.0	2706334.0	2931824.0	1761805.0	4075925.0	2931800.0	4939528.0	2627336.0	2729394.0	2704099.0	1153565.0	3541242.0	3237369.0	1662193.0	1025936.0	2475466.0	9133.0	2932361.0	823012.0	1636274.0	3186245.0	1815669.0	594801.0	975549.0	5168019.0	212488.0	949719.0	2068316.0	1331212.0	848788.0	Unclassified; Poorly Characterized; Function unknown
G protein-coupled receptors	171.0	209.0	222.0	177.0	255.0	251.0	27.0	79.0	210.0	245.0	218.0	67.0	92.0	53.0	101.0	47.0	211.0	188.0	133.0	63.0	106.0	115.0	69.0	160.0	115.0	194.0	103.0	107.0	106.0	45.0	139.0	127.0	65.0	40.0	97.0	0.0	115.0	32.0	64.0	125.0	71.0	23.0	38.0	203.0	8.0	37.0	81.0	52.0	33.0	Environmental Information Processing; Signaling Molecules and Interaction; G protein-coupled receptors
GTP-binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; GTP-binding proteins
Galactose metabolism	967336.0	1181879.0	1255186.0	1001003.0	1441697.0	1419145.0	154074.0	447607.0	1187599.0	1385431.0	1232729.0	380158.0	521447.0	301004.0	571901.0	267092.0	1193547.0	1063427.0	752416.0	357128.0	601023.0	651139.0	390957.0	905006.0	650821.0	1097077.0	583058.0	605958.0	600310.0	255616.0	786673.0	719358.0	369296.0	227571.0	549792.0	1569.0	651369.0	182427.0	363333.0	707569.0	403506.0	131262.0	216187.0	1148120.0	47003.0	211050.0	459125.0	295345.0	188230.0	Metabolism; Carbohydrate Metabolism; Galactose metabolism
Gastric acid secretion	86.0	104.0	111.0	88.0	128.0	126.0	14.0	40.0	105.0	122.0	109.0	34.0	46.0	26.0	50.0	24.0	106.0	94.0	66.0	32.0	53.0	58.0	34.0	80.0	58.0	97.0	52.0	54.0	53.0	22.0	70.0	64.0	32.0	20.0	48.0	0.0	58.0	16.0	32.0	62.0	36.0	12.0	19.0	102.0	4.0	18.0	40.0	26.0	16.0	Organismal Systems; Digestive System; Gastric acid secretion
General function prediction only	9053674.0	11060502.0	11746294.0	9369706.0	13491395.0	13279988.0	1437152.0	4191335.0	11112940.0	12960923.0	11533277.0	3552065.0	4879056.0	2819708.0	5355542.0	2502225.0	11167049.0	9951631.0	7044177.0	3347053.0	5623206.0	6093416.0	3660907.0	8471709.0	6092768.0	10267627.0	5460038.0	5672894.0	5620329.0	2395910.0	7361855.0	6729813.0	3454896.0	2131154.0	5145627.0	16279.0	6095261.0	1708914.0	3399844.0	6623078.0	3772643.0	1233334.0	2025628.0	10743497.0	440270.0	1973540.0	4297305.0	2767065.0	1763557.0	Unclassified; Poorly Characterized; General function prediction only
Geraniol degradation	1012905.0	1237159.0	1313892.0	1048339.0	1509084.0	1485412.0	160343.0	469136.0	1242755.0	1449450.0	1289821.0	396949.0	545948.0	315753.0	599670.0	280371.0	1249102.0	1113326.0	788187.0	374905.0	628960.0	681546.0	409594.0	947876.0	681651.0	1148564.0	611204.0	634997.0	629150.0	268588.0	823821.0	753102.0	386822.0	238557.0	575804.0	1716.0	681879.0	191268.0	380459.0	741186.0	421985.0	138460.0	226955.0	1201636.0	49703.0	220763.0	480630.0	310148.0	197835.0	Metabolism; Metabolism of Terpenoids and Polyketides; Geraniol degradation
Germination	16032.0	19596.0	20823.0	16589.0	23915.0	23544.0	2548.0	7403.0	19698.0	22968.0	20478.0	6315.0	8646.0	4977.0	9469.0	4405.0	19784.0	17622.0	12470.0	5908.0	9943.0	10809.0	6515.0	15001.0	10797.0	18199.0	9657.0	10035.0	9937.0	4221.0	13031.0	11930.0	6094.0	3759.0	9096.0	20.0	10808.0	3007.0	6057.0	11716.0	6660.0	2158.0	3565.0	19041.0	760.0	3481.0	7596.0	4893.0	3103.0	Unclassified; Cellular Processes and Signaling; Germination
Glioma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Cancers; Glioma
Glutamatergic synapse	250466.0	306016.0	324956.0	259247.0	373291.0	367458.0	39688.0	115981.0	307449.0	358551.0	319083.0	98174.0	135041.0	78030.0	148136.0	69303.0	308959.0	275342.0	194992.0	92714.0	155597.0	168652.0	101332.0	234502.0	168678.0	284138.0	151153.0	156975.0	155494.0	66347.0	203642.0	186231.0	95541.0	58992.0	142385.0	485.0	168638.0	47343.0	94070.0	183250.0	104365.0	34226.0	56051.0	297166.0	12172.0	54603.0	118830.0	76551.0	48788.0	Organismal Systems; Nervous System; Glutamatergic synapse
Glutathione metabolism	1123842.0	1372820.0	1457801.0	1163007.0	1674445.0	1648139.0	178155.0	520575.0	1379385.0	1608334.0	1431141.0	440572.0	605687.0	350393.0	665152.0	310943.0	1386056.0	1235318.0	874357.0	415703.0	698289.0	756334.0	454412.0	1051470.0	756210.0	1274330.0	677796.0	704433.0	697956.0	297770.0	913813.0	835445.0	429267.0	264917.0	638938.0	2248.0	756770.0	212463.0	422239.0	822211.0	468585.0	153461.0	251642.0	1333483.0	55085.0	245261.0	533632.0	343726.0	219478.0	Metabolism; Metabolism of Other Amino Acids; Glutathione metabolism
Glycan bindng proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signaling Molecules and Interaction; Glycan bindng proteins
Glycan biosynthesis and metabolism	149326.0	182372.0	193674.0	154494.0	222429.0	218924.0	23718.0	69184.0	183265.0	213640.0	190118.0	58510.0	80476.0	46570.0	88376.0	41333.0	184069.0	164071.0	116182.0	55254.0	92835.0	100494.0	60428.0	139694.0	100493.0	169290.0	90061.0	93597.0	92723.0	39588.0	121403.0	110975.0	56994.0	35202.0	84871.0	376.0	100498.0	28216.0	56099.0	109233.0	62277.0	20437.0	33560.0	177083.0	7320.0	32625.0	71019.0	45682.0	29154.0	Unclassified; Metabolism; Glycan biosynthesis and metabolism
Glycerolipid metabolism	866406.0	1058479.0	1124129.0	896673.0	1291172.0	1270956.0	137510.0	401030.0	1063486.0	1240483.0	1103819.0	339913.0	466937.0	269711.0	512442.0	239375.0	1068730.0	952352.0	674092.0	320225.0	538246.0	583153.0	350277.0	810742.0	583036.0	982624.0	522502.0	542797.0	537767.0	229157.0	704526.0	644122.0	330524.0	203926.0	492454.0	1492.0	583255.0	163421.0	325343.0	633747.0	361056.0	117895.0	193729.0	1028077.0	42075.0	188792.0	411193.0	264788.0	168676.0	Metabolism; Lipid Metabolism; Glycerolipid metabolism
Glycerophospholipid metabolism	1217892.0	1487736.0	1580004.0	1260268.0	1814694.0	1786236.0	193404.0	563842.0	1494930.0	1743360.0	1551298.0	477775.0	656216.0	379264.0	720382.0	336535.0	1502001.0	1338557.0	947387.0	450138.0	756510.0	819595.0	492404.0	1139386.0	819416.0	1381001.0	734255.0	763071.0	755966.0	322224.0	990303.0	905177.0	464775.0	286580.0	692067.0	2229.0	819850.0	229800.0	457318.0	890803.0	507554.0	165818.0	272506.0	1445015.0	59290.0	265558.0	578154.0	372071.0	237266.0	Metabolism; Lipid Metabolism; Glycerophospholipid metabolism
Glycine, serine and threonine metabolism	2502773.0	3057558.0	3246952.0	2590098.0	3729510.0	3671139.0	396492.0	1158697.0	3072057.0	3582537.0	3187833.0	980964.0	1348598.0	779452.0	1480397.0	691757.0	3087033.0	2750995.0	1947297.0	925328.0	1554653.0	1684378.0	1011805.0	2341924.0	1684189.0	2838324.0	1509358.0	1568271.0	1553695.0	662356.0	2034931.0	1860395.0	954979.0	589121.0	1422576.0	4410.0	1684989.0	472507.0	939943.0	1830806.0	1042763.0	341046.0	559711.0	2969833.0	121498.0	545415.0	1187755.0	764660.0	487467.0	Metabolism; Amino Acid Metabolism; Glycine, serine and threonine metabolism
Glycolysis / Gluconeogenesis	2535471.0	3097225.0	3289520.0	2623722.0	3778114.0	3718993.0	402729.0	1173508.0	3112132.0	3630182.0	3230103.0	995065.0	1366196.0	789087.0	1499493.0	700083.0	3127536.0	2786826.0	1972014.0	936463.0	1574832.0	1706295.0	1024738.0	2371817.0	1705577.0	2875045.0	1528500.0	1588225.0	1573628.0	670323.0	2061813.0	1885214.0	967574.0	596479.0	1440737.0	4140.0	1706714.0	477933.0	951993.0	1854500.0	1056536.0	344443.0	566774.0	3008698.0	123332.0	552484.0	1203322.0	774638.0	493691.0	Metabolism; Carbohydrate Metabolism; Glycolysis / Gluconeogenesis
Glycosaminoglycan biosynthesis - chondroitin sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan biosynthesis - chondroitin sulfate
Glycosaminoglycan degradation	108014.0	131992.0	140191.0	111786.0	161012.0	158501.0	17174.0	49940.0	132626.0	154728.0	137678.0	42392.0	58230.0	33581.0	63844.0	29806.0	133350.0	118795.0	83988.0	39811.0	66974.0	72638.0	43605.0	101033.0	72622.0	122509.0	65055.0	67656.0	67017.0	28492.0	87847.0	80273.0	41322.0	25368.0	61373.0	136.0	72816.0	20362.0	40578.0	79014.0	45119.0	14561.0	24103.0	128282.0	5203.0	23614.0	51239.0	32917.0	20992.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan degradation
Glycosphingolipid biosynthesis - ganglio series	51775.0	63288.0	67214.0	53597.0	77193.0	75987.0	8242.0	23951.0	63593.0	74175.0	66004.0	20309.0	27938.0	16116.0	30622.0	14324.0	63956.0	56969.0	40268.0	19087.0	32110.0	34826.0	20911.0	48433.0	34818.0	58737.0	31190.0	32447.0	32143.0	13673.0	42125.0	38497.0	19857.0	12183.0	29443.0	79.0	34945.0	9799.0	19489.0	37891.0	21670.0	6987.0	11557.0	61525.0	2507.0	11367.0	24593.0	15792.0	10089.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - ganglio series
Glycosphingolipid biosynthesis - globo series	121912.0	148999.0	158252.0	126189.0	181758.0	178922.0	19368.0	56383.0	149714.0	174669.0	155414.0	47854.0	65745.0	37921.0	72072.0	33675.0	150546.0	134103.0	94806.0	44935.0	75653.0	82024.0	49227.0	114042.0	81981.0	138292.0	73449.0	76360.0	75654.0	32165.0	99166.0	90672.0	46645.0	28662.0	69318.0	158.0	82181.0	23005.0	45819.0	89192.0	50947.0	16445.0	27194.0	144802.0	5871.0	26686.0	57877.0	37189.0	23716.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - globo series
Glycosphingolipid biosynthesis - lacto and neolacto series	1150.0	1401.0	1474.0	1180.0	1700.0	1670.0	178.0	539.0	1417.0	1621.0	1439.0	441.0	607.0	360.0	682.0	314.0	1391.0	1243.0	892.0	432.0	722.0	779.0	466.0	1069.0	771.0	1293.0	689.0	719.0	715.0	308.0	921.0	850.0	432.0	269.0	644.0	8.0	764.0	223.0	428.0	830.0	477.0	175.0	258.0	1339.0	55.0	244.0	541.0	349.0	224.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - lacto and neolacto series
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Glycosyltransferases	903576.0	1103924.0	1172353.0	935104.0	1346547.0	1325464.0	143500.0	418240.0	1109145.0	1293662.0	1151182.0	354496.0	486926.0	281373.0	534385.0	249699.0	1114524.0	993214.0	703085.0	334024.0	561282.0	608171.0	365385.0	845580.0	608148.0	1024809.0	544915.0	566184.0	560873.0	239079.0	734729.0	671582.0	344727.0	212677.0	513538.0	1676.0	608312.0	170514.0	339342.0	661005.0	376503.0	123073.0	202293.0	1072250.0	43795.0	197023.0	429108.0	276038.0	175875.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosyltransferases
Glyoxylate and dicarboxylate metabolism	1975291.0	2412687.0	2562226.0	2043925.0	2942867.0	2896721.0	312567.0	914735.0	2424136.0	2826674.0	2515179.0	773774.0	1064341.0	615662.0	1168745.0	546351.0	2436106.0	2171099.0	1536431.0	730252.0	1227047.0	1329029.0	798409.0	1847795.0	1328758.0	2239525.0	1191088.0	1237902.0	1226452.0	523096.0	1606194.0	1468522.0	754291.0	465153.0	1122784.0	3515.0	1329705.0	372964.0	741922.0	1445085.0	823299.0	269253.0	441892.0	2343503.0	96521.0	430757.0	937352.0	604023.0	385585.0	Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism
